category,position_title,tfidf_similarity,embedding_similarity,skill_overlap,length_diff,weighted_skill_overlap,experience_gap,keyword_strength,section_similarity,label
ENGINEERING,Software Engineer,0.08444664309360048,0.08022431093892045,0.0,0.2826666666666667,0.0,20.0,0.25,0.0,1
ACCOUNTANT,Loss Prevention (LP) Detective,0.04637251025865153,0.04405388474571895,0.5,0.0,0.5,0.0,0.0,0.02719604388281539,0
ADVOCATE,Banking Center Supervisor,0.09063763038855897,0.08610574886913103,0.5,0.0,0.5,0.0,0.125,0.0,1
DESIGNER,"Software Engineer, Test, Advertising",0.01339996949072356,0.012729971016187381,0.5,0.762,0.5,0.0,0.0,0.0,0
SALES,Sales Associate - Easton T/C,0.08591783632456257,0.08162194450833443,0.5,0.294,0.5,0.0,0.0,0.06840502709126574,1
BUSINESS-DEVELOPMENT,Warehouse Manager IV,0.055330972601882016,0.05256442397178791,0.5,0.0,0.5,0.0,0.0,0.0,0
SALES,Retail Floor Leader - Anthem,0.038739934338767476,0.0368029376218291,0.5,0.31366666666666665,0.5,0.0,0.0,0.08445474957856358,1
FITNESS,Director Financial Business Management (Freeport),0.06484224350757184,0.06160013133219325,0.0,0.050666666666666665,0.5,0.0,0.0,0.0,0
CHEF,Work From Home - BEGIN IMMEDIATELY - Data Entry Clerk,0.03202698866317182,0.030425639230013228,0.5,0.14872979214780602,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Business Development Manager,0.11609557257787194,0.11029079394897834,0.5,0.0,0.5,0.0,0.0,0.0,1
DIGITAL-MEDIA,Marketing Manager,0.18584742192111134,0.17655505082505576,0.5,0.158,0.5,0.0,0.0,0.05729244831764725,1
DIGITAL-MEDIA,Social Content Creator (TikTok & Reels Specialist),0.04288439354221219,0.04074017386510158,0.5,0.4796666666666667,0.5,20.0,0.25,0.0,1
INFORMATION-TECHNOLOGY,REMOTE Data Entry/Auditor,0.05679016565434213,0.05395065737162502,0.0,0.13833333333333334,0.5,5.0,0.125,0.010135529178762107,1
HR,Senior Embedded C++ Developer,0.04894358507079804,0.046496405817258134,0.5,0.23433333333333334,0.5,1.0,0.0,0.0,1
ACCOUNTANT,C++ Embedded Engineer,0.024450795138453274,0.02322825538153061,0.5,0.29133333333333333,0.5,0.0,0.0,0.0,0
ARTS,Vice President Marketing,0.04181495864173296,0.03972421070964631,0.0,0.24666666666666667,0.5,0.0,0.0,0.0,0
DESIGNER,Customer Care Embracer,0.04497695031641704,0.042728102800596184,0.5,0.0,0.5,0.0,0.125,0.006296033399492658,0
BUSINESS-DEVELOPMENT,"Manager, Business Strategy And Operations",0.03362803227616409,0.03194663066235588,0.5,0.0,0.5,0.0,0.125,0.0,1
BANKING,Customer Service Representative,0.06695044984966671,0.06360292735718337,0.0,0.0,0.5,0.0,0.0,0.09695801327248554,0
ACCOUNTANT,Senior Project Manager - Education,0.06005763075887741,0.05705474922093354,0.5,0.0,0.5,8.0,0.0,0.0,0
AGRICULTURE,Owner Operators Just Announced: Largest rate increase in Forward...,0.04094328756242745,0.038896123184306075,0.5,0.6016666666666667,0.5,0.0,0.0,0.0,0
FINANCE,Vice President Operations Excellence,0.1312409652212842,0.12467891696021999,0.5,0.0,0.5,15.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Senior HR Business Partner,0.05897074358224411,0.05602220640313191,0.0,0.0,0.5,0.0,0.125,0.0,1
PUBLIC-RELATIONS,Dishwasher/Kitchen Cleaner,0.022292776301680656,0.021178137486596624,0.5,0.6433333333333333,0.5,0.0,0.0,0.0,1
ACCOUNTANT,"Full Time Digital Marketing Specialist - Columbus, OH",0.0591892105425664,0.056229750015438076,0.5,0.0,0.5,3.0,0.0,0.010969584089029346,0
FINANCE,Sr analyst compliance,0.04460474750455769,0.0423745101293298,0.5,0.0,0.5,8.0,0.0,0.0,1
FITNESS,Marketing Intern,0.05808292845916187,0.05517878203620377,0.5,0.07233333333333333,0.5,0.0,0.0,0.0,0
FINANCE,Director Financial Business Management (Freeport),0.07029338035820935,0.06677871134029888,0.0,0.050666666666666665,0.5,6.0,0.0,0.0,1
CONSTRUCTION,Firmware Test Engineer,0.06021259601551191,0.05720196621473631,0.0,0.254,0.5,0.0,0.0,0.0,1
ADVOCATE,Data Entry Specialist,0.0471880359674895,0.04482863416911503,1.0,0.0,0.5,0.0,0.125,0.0,0
CONSTRUCTION,Astonishing Homecare Drivers,0.022802641148906,0.0216625090914607,0.5,0.36233333333333334,0.5,21.0,0.125,0.0,0
FINANCE,Remote Customer Service Associate,0.03706669054257424,0.03521335601544553,0.5,0.07533333333333334,0.5,0.0,0.125,0.02348241266787355,0
DESIGNER,Data Entry Operator - REMOTE,0.05849084247509094,0.05556630035133639,0.5,0.22119037568594344,0.5,0.0,0.0,0.0192276588576885,0
CONSTRUCTION,Creative Real Estate Agent in Nyc (We Train You),0.04414498825335391,0.04193773884068621,0.5,0.14833333333333334,0.5,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Credit Collections Lead,0.05507750459706768,0.05232362936721429,1.0,0.0,0.5,5.0,0.0,0.0,1
DIGITAL-MEDIA,Office Administrator,0.057287795523454504,0.05442340574728178,0.0,0.0,0.5,0.0,0.0,0.0,0
ACCOUNTANT,"Equity Research Associate, Biotech",0.043632005190931106,0.04145040493138455,1.0,0.0,0.5,0.0,0.0,0.05353225557834327,0
SALES,Regional Sales Manager,0.06118072621273248,0.058121689902095854,0.0,0.4746666666666667,0.5,0.0,0.0,0.10494475988128878,1
SALES,Selling - Inside Sales Associate,0.08875967405780011,0.0843216903549101,0.5,0.7216666666666667,0.5,0.0,0.0,0.0,1
DESIGNER,Licensed Insurance Agent Remote Executive Sales Manager,0.013172091573240055,0.012513486994578051,0.0,0.7152173913043478,0.5,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,VP Marketing,0.06027042790688528,0.05725690651154101,0.5,0.0,0.5,0.0,0.125,0.0,0
ARTS,Sr. Art Director,0.022678855389902313,0.021544912620407197,0.5,0.056666666666666664,0.5,0.0,0.0,0.0,1
ARTS,Remote Inbound Customer Service Representative,0.07316171027409277,0.06950362476038813,0.5,0.47933333333333333,0.5,10.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Office Administrator,0.026922560050875653,0.02557643204833187,0.0,0.0,0.5,0.0,0.125,0.0,0
FINANCE,Sales Manager,0.0374220461253119,0.035550943819046305,0.5,0.0,0.5,0.0,0.125,0.0,0
ARTS,Investment Service Partner – Customer Service Rep – REMOTE OPTION,0.030275375228305382,0.028761606466890112,0.5,0.0,0.5,0.0,0.0,0.0023194684668616052,1
CONSULTANT,Management Internship,0.03578818709954897,0.03399877774457152,0.5,0.631,0.5,0.0,0.125,0.05353225557834327,0
APPAREL,College and Career Advisor - Cuyahoga County,0.09737575346372215,0.09250696579053604,0.0,0.0,0.5,0.0,0.0,0.0,1
CONSTRUCTION,"Manager, Data Analytics",0.017865724132530705,0.01697243792590417,0.5,0.5573333333333333,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,"Director, Strategy & Operations",0.06847515003064304,0.0650513925291109,0.0,0.05733333333333333,0.0,0.0,0.0,0.09948374017848385,1
HEALTHCARE,$17.50hr - Patient Advocate - Part Time Position - Mon - Fri ...,0.11983076990988152,0.11383923141438744,0.5,0.7193333333333334,0.5,21.0,0.0,0.0,1
DESIGNER,Talent Acquisition Manager,0.08576938378309942,0.08148091459394445,0.5,0.0,0.5,0.0,0.125,0.0,1
HR,Furniture Sales Associate,0.04612345171269544,0.04381727912706067,0.5,0.0,0.5,20.0,0.0,0.03333888866728034,0
ENGINEERING,Customer Service Representative - (1st Shift) - Remote,0.02926428478568537,0.0278010705464011,1.0,0.025,0.5,0.0,0.125,0.027508856318248703,0
CONSTRUCTION,Sales Executive Richmond Hotel,0.03398479972364998,0.03228555973746748,0.5,0.0,0.5,0.0,0.0,0.02782621854749359,0
SALES,"Acquisitions, Associate",0.04427091671152331,0.042057370875947145,0.0,0.0,0.5,0.0,0.125,0.013432810357301504,0
HEALTHCARE,Medical Case Manager - (Remote),0.09914344803503274,0.0941862756332811,0.5,0.0,0.5,0.0,0.125,0.0,1
AVIATION,Marketing Event Coordinator,0.05368153986826177,0.05099746287484868,0.5,0.439,0.5,20.0,0.0,0.009852656319588813,0
FINANCE,Customer Support Specialist,0.11677105202605063,0.1109324994247481,0.0,0.44433333333333336,0.5,0.0,0.0,0.03690233385919396,0
INFORMATION-TECHNOLOGY,It Systems Administrator Ii,0.09469790542304295,0.0899630101518908,1.0,0.7323333333333333,0.5,0.0,0.125,0.028751437009858195,1
BPO,Remote Administrative Assistant,0.0876417269524417,0.0832596406048196,0.5,0.37366666666666665,0.5,0.0,0.0,0.022465579581989872,0
ACCOUNTANT,Automotive Business Development Center (BDC) Representative,0.0453910882487267,0.04312153383629037,0.0,0.3486666666666667,0.5,15.0,0.0,0.0,0
AVIATION,Systems Analyst - Appserver Admin,0.05679847985781786,0.05395855586492696,0.0,0.0,0.0,0.0,0.0,0.014621993866097504,0
DESIGNER,Therapeutic Coach Team Lead,0.029028463247392795,0.027577040085023152,0.5,0.19643820831084727,0.5,0.0,0.125,0.0,0
ARTS,Digital Marketing Internship at EdTech Start-up,0.03367912071860004,0.03199516468267004,0.5,0.12393016090380007,0.5,0.0,0.0,0.0,1
DIGITAL-MEDIA,Information Technology System Administrator,0.04442717921094705,0.04220582025039969,0.0,0.0,0.5,0.0,0.125,0.012059327254584088,0
SALES,Accounts Receivable-FC,0.0923313086966282,0.08771474326179679,0.0,0.0,0.5,0.0,0.0,0.0,0
DESIGNER,Director of Finance,0.02910440321946212,0.027649183058489013,0.5,0.41933333333333334,0.5,0.0,0.0,0.0,0
PUBLIC-RELATIONS,Accountant,0.03109427182481558,0.0295395582335748,0.0,0.42233333333333334,0.5,0.0,0.0,0.0,1
ARTS,Sr. Art Director,0.03581413542429474,0.03402342865308,0.5,0.056666666666666664,0.5,0.0,0.0,0.0,1
ADVOCATE,Director human resources,0.05420260310208537,0.0514924729469811,0.5,0.6033333333333334,0.5,0.0,0.125,0.04190424716879126,0
ACCOUNTANT,Front-End Engineer/UI Developer,0.01334262604767749,0.012675494745293616,0.5,0.4796666666666667,0.5,0.0,0.0,0.0,0
HR,Director human resources,0.15689156633022866,0.1490469880137172,0.5,0.6033333333333334,0.5,0.0,0.0,0.09439808812643206,1
INFORMATION-TECHNOLOGY,Software Developer,0.060605464824914135,0.057575191583668424,0.0,0.0,0.5,0.0,0.125,0.013341889159229535,1
CONSULTANT,"Assurance Senior, Public Accounting",0.0569407987560034,0.054093758818203226,0.5,0.21566666666666667,0.5,0.0,0.0,0.0,0
ARTS,Satellite TV Installer - Entry Level,0.04149792836163579,0.039423031943553996,0.5,0.0,0.5,0.0,0.0,0.059110023307199555,0
CONSULTANT,Retail Sales Associate (All positions),0.038649165651717166,0.0367167073691313,0.5,0.448,0.5,10.0,0.0,0.01269788521161387,0
AUTOMOBILE,"Coordinator, Customer Care Center",0.05346494499631479,0.05079169774649905,0.5,0.0,0.5,10.0,0.125,0.0,1
FITNESS,Chief Executive Officer (CEO),0.058680903313574874,0.05574685814789613,0.5,0.0,0.5,0.0,0.125,0.04681429965387718,1
DIGITAL-MEDIA,Surveillance Investigator,0.016537662084631307,0.015710778980399742,0.5,0.05466666666666667,0.5,0.0,0.0,0.0,1
HEALTHCARE,Hosts / Hostesses,0.05717866425068721,0.054319731038152845,0.5,0.22533333333333333,0.5,0.0,0.0,0.0,0
BANKING,Surveillance Investigator,0.054686084261525644,0.05195178004844936,0.5,0.05466666666666667,0.5,0.0,0.0,0.01617725622433178,0
HEALTHCARE,Data Management Analyst for Netsmart,0.0770311482611803,0.07317959084812127,0.5,0.075,0.5,0.0,0.0,0.0,0
DESIGNER,Talent Acquisition Specialist / Recruiter,0.039569272139171094,0.037590808532212534,0.5,0.16991150442477876,0.5,0.0,0.125,0.0,1
AGRICULTURE,Management Internship,0.043424421033183294,0.04125319998152413,0.5,0.631,0.5,6.0,0.125,0.0,0
AUTOMOBILE,Part-time   Patient Advocate,0.09297507816871402,0.08832632426027831,0.5,0.12266666666666666,0.5,0.0,0.0,0.0,0
SALES,"Field Sales Representative- Columbus, Ohio",0.09497247648955436,0.09022385266507664,0.5,0.209,0.5,0.0,0.0,0.016397241059962035,1
ACCOUNTANT,Medicaid Fraud Intake Officer  (22000555),0.06435123179096726,0.06113367020141889,0.5,0.0,0.5,0.0,0.0,0.020467867931529705,0
HR,Senior graphic designer,0.04893980094805674,0.0464928109006539,0.0,0.3353333333333333,0.5,12.0,0.0,0.011222692211287702,0
AGRICULTURE,Medical Receptionist / Registrar,0.015276638801957405,0.014512806861859535,0.5,0.6863333333333334,0.5,16.0,0.125,0.0,0
CONSULTANT,Marketing Intern,0.06523379811618017,0.06197210821037116,0.5,0.07233333333333333,0.5,0.0,0.125,0.0,1
ARTS,Inventory Clerk,0.0063670951437811985,0.006048740386592138,0.0,0.8013333333333333,0.5,0.0,0.0,0.0,0
CONSTRUCTION,Construction Project Manager,0.15305411985480227,0.14540141386206215,0.0,0.4796666666666667,0.5,10.0,0.25,0.0729619601609445,1
ACCOUNTANT,"CEO, Positivly",0.050591383274898934,0.04806181411115398,0.5,0.2826666666666667,0.5,0.0,0.0,0.0,0
HR,Vice President/General Manager (VP/GM),0.10591802621758742,0.10062212490670805,0.5,0.0,0.5,0.0,0.0,0.031230526889428213,0
DESIGNER,Teachers at Alpha Park KinderCare,0.028307921903562617,0.026892525808384485,0.5,0.087,0.5,0.0,0.125,0.0,0
AGRICULTURE,Marketing Advisor,0.03249008335320491,0.030865579185544667,0.5,0.0,0.5,0.0,0.0,0.0033016008817394987,0
SALES,Sales Associate,0.10154091844130281,0.09646387251923766,0.5,0.3293333333333333,0.5,21.0,0.0,0.04686065523151092,1
FINANCE,Real Estate Investment Management Associate (Monsey),0.07813676928770295,0.0742299308233178,0.0,0.0,0.5,0.0,0.0,0.04664231203505187,1
HEALTHCARE,Bilingual Spanish CUSTOMER SERVICE REPRESENTATIVE Work From Home...,0.07333419327553016,0.06966748361175365,0.5,0.0,0.5,0.0,0.0,0.038475902042495125,0
CONSTRUCTION,Construction Project Manager,0.03873485581496981,0.03679811302422132,0.5,0.1211031175059952,0.5,0.0,0.0,0.0,1
SALES,Retail Sales Associate (part-time) - 162,0.03803359265947084,0.03613191302649729,0.5,0.0,0.5,5.0,0.125,0.0,1
HR,Senior HR Business Partner,0.09946649643697109,0.09449317161512252,0.0,0.0,0.5,0.0,0.0,0.0,1
CHEF,Technical Support Agent,0.09084163104526426,0.08629954949300105,0.0,0.0,0.5,5.0,0.125,0.11671773546032796,0
DIGITAL-MEDIA,Entry Level Real Estate Agent,0.05329514384423671,0.05063038665202487,0.5,0.308,0.5,35.0,0.125,0.0,1
FINANCE,Technical Support Agent (Remote),0.05399971370253444,0.05129972801740772,0.5,0.0,0.5,0.0,0.0,0.020603792697255926,0
FINANCE,Supply Chain Analyst IV,0.0885141422323908,0.08408843512077126,1.0,0.5923333333333334,0.5,10.0,0.125,0.04490010867636859,1
DIGITAL-MEDIA,SR. Web Designer,0.049942574894741326,0.047445446150004254,0.5,0.0,0.5,0.0,0.25,0.010758841415369359,1
SALES,Senior Sales Marketing Specialist (Programmatic),0.032084432731398035,0.03048021109482813,0.5,0.0,0.5,0.0,0.0,0.09010001767699606,1
INFORMATION-TECHNOLOGY,Animation Programmer,0.05839816586654454,0.05547825757321731,0.5,0.242,0.5,0.0,0.125,0.02265082829967724,1
AVIATION,Network System Administrator,0.02329242530156379,0.0221278040364856,0.0,0.0,0.0,0.0,0.125,0.0,0
BANKING,Banking Center Supervisor,0.08740263456941509,0.08303250284094434,0.5,0.0,0.5,20.0,0.0,0.03009508323501493,1
ENGINEERING,C++ Embedded Engineer with Security Clearance,0.10201971458702747,0.09691872885767609,0.5,0.216,0.5,0.0,0.125,0.0,1
CONSTRUCTION,REMOTE FLEX - Construction Project Manager,0.16024195780215444,0.1522298599120467,0.5,0.0,0.5,21.0,0.125,0.018555447150383063,1
PUBLIC-RELATIONS,Commercial Construction Manager,0.05146043489048184,0.048887413145957744,0.5,0.079,0.5,0.0,0.0,0.0,0
CONSTRUCTION,Software Engineer (Remote),0.034390753854088685,0.03267121616138425,0.0,0.0,0.0,0.0,0.0,0.047670984561105065,0
CONSTRUCTION,Director of Finance,0.07766712045177061,0.07378376442918208,0.5,0.0,0.5,15.0,0.0,0.016061432089622813,0
DIGITAL-MEDIA,Sales And Marketing Representative,0.04776024515192872,0.04537223289433228,0.5,0.658,0.5,0.0,0.125,0.04775847187973571,1
FITNESS,Warehouse Manager IV,0.06166629379959589,0.058582979109616094,0.5,0.0,0.5,12.0,0.25,0.0,0
TEACHER,Sylmar Certified Nursing Assistant CNA for Psychiatric lockdown...,0.01021205508229192,0.009701452328177323,0.5,0.8896666666666667,0.5,4.0,0.0,0.0,0
ARTS,Part-Time Sales Associate | Crowfoot,0.05023385198960205,0.04772215939012194,0.5,0.374,0.5,0.0,0.125,0.01576064663710911,1
DESIGNER,New Business Manager - St. Louis Area,0.0445679849006997,0.042339585655664716,0.5,0.0,0.5,0.0,0.125,0.03003995451183294,1
BANKING,"Administrative Assistant III (Part time) – Remote, Work from Anywhere",0.04446627173495838,0.04224295814821046,0.5,0.0,0.5,10.0,0.25,0.006582780444072342,1
CONSTRUCTION,Editor (Remote or Onsite),0.057363292435721296,0.05449512781393523,0.0,0.6143333333333333,0.5,0.0,0.125,0.018958426522616163,1
BUSINESS-DEVELOPMENT,Sr. HR Business Partner (Hybrid/Remote Role),0.08226718834956985,0.07815382893209136,0.0,0.0,0.5,0.0,0.0,0.1344474277729517,1
PUBLIC-RELATIONS,Restaurant Team Member - Cashier,0.040034483530759335,0.03803275935422137,0.5,0.16933333333333334,0.5,0.0,0.0,0.0,0
DESIGNER,Inventory Clerk,0.05166659545796416,0.04908326568506595,0.0,0.0,0.5,0.0,0.125,0.007565559102835033,0
DIGITAL-MEDIA,Dir Software Solutions Sales Senior,0.0583426534206355,0.055425520749603725,0.5,0.0,0.5,20.0,0.25,0.0,0
CONSULTANT,Real Estate Investment Management Associate (Monsey),0.054973269546880706,0.05222460606953667,1.0,0.0,0.5,0.0,0.125,0.027290660758338185,0
ARTS,Real Estate Agent - Training Provided,0.08973672992576823,0.0852498934294798,0.5,0.357,0.5,2.0,0.0,0.0,0
ADVOCATE,Criminal justice,0.05789380327747479,0.05499911311360105,0.5,0.43166666666666664,0.5,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Inventory Clerk,0.0036614407978042586,0.0034783687579140457,0.0,0.8013333333333333,0.5,0.0,0.125,0.0,1
SALES,UI Web Designer,0.041758267383519614,0.03967035401434363,0.0,0.0003333333333333333,0.5,0.0,0.0,0.0074925239317300794,0
INFORMATION-TECHNOLOGY,Software test Engineer ( Entry Level ),0.027019735940991756,0.02566874914394217,0.5,0.7176666666666667,0.5,0.0,0.125,0.0,1
HEALTHCARE,Patient Access Representative,0.04360958756827766,0.04142910818986378,0.5,0.0,0.5,0.0,0.0,0.0,1
DIGITAL-MEDIA,"Manager, Commerce Marketing",0.08634647971635351,0.08202915573053583,0.5,0.0,0.5,0.0,0.125,0.0,1
AVIATION,Project Manager,0.03453617124800292,0.03280936268560277,0.5,0.0,0.5,19.0,0.0,0.0,0
ARTS,Part-Time Retail Sales Associate,0.0507704097350484,0.048231889248295974,0.5,0.0,0.5,0.0,0.0,0.10502685885680914,1
AVIATION,Equity Research Biotech Associate,0.0572051240007797,0.05434486780074071,1.0,0.017666666666666667,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Project Manager 100% Remote,0.09170791408311017,0.08712251837895466,0.5,0.0,0.5,0.0,0.0,0.02197826399206747,0
BUSINESS-DEVELOPMENT,Senior Accountant (Remote),0.09434244752785713,0.08962532515146426,0.5,0.0,0.5,0.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Nursing Assistant (Inpatient Mental Health),0.043625548060564664,0.041444270657536426,0.5,0.0,0.5,0.0,0.0,0.0,0
AVIATION,Seasonal Teller,0.0438270686019699,0.0416357151718714,0.5,0.273,0.5,0.0,0.0,0.041727643708861596,0
FITNESS,Career Coach,0.06623677551577277,0.06292493673998413,0.5,0.11566666666666667,0.5,5.0,0.125,0.02150073211720575,1
BANKING,Customer Experience Specialist II - REMOTE,0.0818956105101605,0.07780082998465247,0.5,0.0,0.5,8.0,0.125,0.0,0
ARTS,Marketing and Visuals Manager for Artist Management Agency,0.040028968941674965,0.03802752049459122,0.5,0.332,0.5,0.0,0.0,0.011460745336454725,1
AUTOMOBILE,Sales Professional,0.018358252252669193,0.017440339640035732,0.5,0.16933333333333334,0.5,6.0,0.125,0.0,0
ADVOCATE,Commercial Real Estate Attorney,0.045576625509385536,0.043297794233916255,0.5,0.5706666666666667,0.5,0.0,0.0,0.034683531610914864,1
BUSINESS-DEVELOPMENT,Software Engineer (Web),0.07546936170944542,0.07169589362397315,0.5,0.8426666666666667,0.5,0.0,0.125,0.0,0
ARTS,Human Resources Director,0.04454811717531757,0.04232071131655169,0.5,0.6336666666666667,0.5,16.0,0.125,0.0,0
BANKING,Sales Leader I - Business Banking Sales Manager,0.10528619552089913,0.10002188574485417,0.5,0.06333333333333334,0.5,15.0,0.0,0.03763598734262341,1
APPAREL,CDL-A Flatbed Truck Driver,0.017311923459658134,0.016446327286675225,0.0,0.1549364613880743,0.5,0.0,0.0,0.0,1
FINANCE,Supply Chain Analyst (ED),0.03954361401706085,0.037566433316207806,1.0,0.2723333333333333,0.5,0.0,0.0,0.0,1
CONSULTANT,IT Systems Administrator,0.10626227827260756,0.10094916435897718,0.0,0.07033333333333333,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,HR Generalist,0.08183250373625096,0.07774087854943841,0.0,0.0,0.5,0.0,0.125,0.021165310354790995,0
DESIGNER,Web Designer,0.03877405036839097,0.03683534784997142,0.25,0.17733333333333334,0.5,0.0,0.125,0.0,1
SALES,Sales Service Representative,0.12474351940750736,0.11850634343713198,0.5,0.39166666666666666,0.5,0.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Data Entry Operator - REMOTE,0.05760721094614345,0.05472685039883627,0.5,0.385,0.5,17.0,0.125,0.043308043828317905,1
FITNESS,Account Delivery Manager,0.02986992815343898,0.028376431745767032,0.5,0.0,0.5,0.0,0.0,0.0,0
AVIATION,Sr. Art Director,0.02494925732060343,0.02370179445457326,0.5,0.056666666666666664,0.5,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Software Developer - New Graduate,0.15679396198604045,0.14895426388673844,0.0,0.011333333333333334,0.5,16.0,0.0,0.04884783414321744,1
INFORMATION-TECHNOLOGY,Web Developer,0.053366257985233034,0.05069794508597138,0.0,0.0,0.0,10.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Business Development Manager Private Equity,0.10757492073779298,0.10219617470090334,0.5,0.207,0.5,8.0,0.0,0.0,1
APPAREL,Marketing Specialist,0.025453621475519907,0.02418094040174391,0.5,0.411,0.5,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Mainframe Programmer Analyst,0.08759665647186322,0.08321682364827006,0.5,0.0,0.5,0.0,0.125,0.0,1
SALES,Customer Service Sales Associate,0.04260770140034854,0.04047731633033111,0.5,0.35890815197344156,0.5,0.0,0.0,0.016290823880919767,1
ACCOUNTANT,Talent Acquisition Advisor (Healthcare)   REMOTE,0.03368487929430004,0.03200063532958503,0.5,0.0,0.5,0.0,0.0,0.0,0
HEALTHCARE,Account Executive,0.07202582925702802,0.06842453779417662,0.5,0.0,0.5,0.0,0.0,0.014884663480025625,0
SALES,"Manager, Sales and Customer Service",0.07675944172143301,0.07292146963536135,0.5,0.0026666666666666666,0.5,15.0,0.0,0.022271344471431146,1
ADVOCATE,Member Health Advocate ~ remote,0.10027926307491593,0.09526529992117012,0.5,0.12966666666666668,0.5,10.0,0.0,0.0,1
DIGITAL-MEDIA,Vice President of Marketing,0.07594223997548619,0.07214512797671187,0.5,0.32066666666666666,0.5,0.0,0.0,0.3563004293331381,1
SALES,Retail Furniture Sales Consultant,0.021832344097151957,0.020740726892294357,0.5,0.4046666666666667,0.5,0.0,0.25,0.0,1
SALES,Sr Accountant,0.07083275469818093,0.06729111696327188,0.5,0.09533333333333334,0.5,0.0,0.0,0.05711654637243017,0
CONSTRUCTION,Patient Services Specialist (Remote),0.08469154126976804,0.08045696420627962,0.5,0.0,0.5,22.0,0.0,0.12891404085087935,0
BANKING,CDL-A Truck Driver - $5K Sign On Bonus,0.019973797038721857,0.018975107186785762,0.5,0.5322745901639344,0.5,0.0,0.0,0.0,0
SALES,Web Developer,0.06078055578689014,0.05774152799754563,0.0,0.0,0.0,5.0,0.25,0.0,0
INFORMATION-TECHNOLOGY,Technical Support Representative - Work from Home!,0.054644053466912514,0.05191185079356689,0.5,0.0,0.5,5.0,0.0,0.020047850655273765,1
INFORMATION-TECHNOLOGY,Firmware Test Engineer,0.04501811064209826,0.04276720510999334,0.0,0.254,0.5,0.0,0.0,0.028173293210627934,1
FITNESS,Bilingual Spanish CUSTOMER SERVICE REPRESENTATIVE Work From Home...,0.08207250833599636,0.07796888291919654,0.5,0.0,0.5,0.0,0.0,0.01019050219061,0
SALES,"Furniture Sales Associates - Bridgewater, N.J.",0.14530679678787006,0.13804145694847655,0.5,0.0,0.5,2.0,0.0,0.1888259906720261,1
ACCOUNTANT,Marketing Advisor,0.08080852839567977,0.07676810197589577,0.5,0.0,0.5,0.0,0.0,0.0,0
HR,Registrar,0.045887867848200536,0.04359347445579051,0.5,0.2653333333333333,0.5,0.0,0.125,0.01606683938882688,0
ARTS,Marketing Manager,0.054206481468131125,0.051496157394724566,0.5,0.0,0.5,35.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Software Engineer (Remote),0.034127576743911404,0.03242119790671583,0.0,0.20666666666666667,0.0,0.0,0.125,0.0,1
TEACHER,"Overnight Janitor - Los Angeles, California",0.009152535807580589,0.008694909017201559,0.5,0.277,0.5,20.0,0.0,0.0,0
DIGITAL-MEDIA,Marketing Director,0.12032591646306535,0.11430962063991208,0.0,0.07233333333333333,0.5,0.0,0.0,0.05269311823553176,1
INFORMATION-TECHNOLOGY,Career Coach Waitlist (Part-time/Contract/US Remote),0.04518766500838851,0.04292828175796908,0.0,0.0,0.0,0.0,0.0,0.01107764106992706,0
SALES,Retail Sales Associate,0.04907445322664075,0.04662073056530871,0.5,0.0,0.5,10.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Data Entry Operator Remote (Remote),0.0486032332959927,0.04617307163119306,0.5,0.5936666666666667,0.5,8.0,0.125,0.01198296759371262,0
BUSINESS-DEVELOPMENT,Senior Accountant (Remote),0.0676503528000147,0.06426783516001397,0.5,0.0,0.5,10.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,HR Generalist,0.07000977426630281,0.06650928555298767,0.0,0.0,0.5,7.0,0.25,0.0,0
HR,Senior Talent Acquisition Specialist,0.04401327872705087,0.041812614790698324,0.5,0.5803333333333334,0.5,30.0,0.0,0.0,1
BANKING,Entry Level Office Assistant,0.03982764726602246,0.03783626490272134,0.5,0.504,0.5,0.0,0.0,0.05115446162028904,0
FITNESS,Customer Care Embracer,0.07929410161199126,0.07532939653139169,0.5,0.063,0.5,0.0,0.0,0.021560304926029915,1
HR,Admin/Clerical Recruiter,0.1032777915457848,0.09811390196849555,0.5,0.0,0.5,0.0,0.125,0.04379443289128509,1
SALES,Workday Sales Director,0.06085199361798962,0.057809393937090135,0.5,0.14633333333333334,0.5,0.0,0.0,0.0,1
APPAREL,Director human resources,0.02118863847991516,0.0201292065559194,0.5,0.3172690763052209,0.5,0.0,0.0,0.0,0
